Week,Agent_ID,Strategy,Risk_Tolerance,Memory_Length,Decision,Actual_Attendance
8,69,Average,66,2,Go,69
8,70,Optimist,71,3,Stay,69
8,71,Average,72,2,Go,69
8,72,Optimist,69,3,Stay,69
8,73,Optimist,74,3,Stay,69
8,74,Average,72,2,Go,69
8,75,Average,70,2,Go,69
8,76,Optimist,62,3,Go,69
8,77,Optimist,63,3,Go,69
8,78,Pessimist,74,3,Go,69
8,79,Average,73,2,Go,69
8,80,Pessimist,60,3,Stay,69
8,81,Average,62,2,Go,69
8,82,Optimist,68,3,Stay,69
8,83,Optimist,60,3,Go,69
8,84,Average,60,2,Go,69
8,85,Average,66,2,Go,69
8,86,Average,71,2,Go,69
8,87,Optimist,75,3,Stay,69
8,88,Optimist,68,3,Stay,69
8,89,Optimist,68,3,Stay,69
8,90,Pessimist,67,3,Go,69
8,91,Pessimist,72,3,Go,69
8,92,Average,72,2,Go,69
8,93,Pessimist,63,3,Stay,69
8,94,Pessimist,63,3,Stay,69
8,95,Average,69,2,Go,69
8,96,Pessimist,71,3,Go,69
8,97,Average,65,2,Go,69
8,98,Average,64,2,Go,69
8,99,Pessimist,62,3,Stay,69
9,0,Average,61,2,Stay,28
9,1,Average,66,2,Stay,28
9,2,Optimist,71,3,Stay,28
9,3,Pessimist,72,3,Go,28
9,4,Pessimist,63,3,Stay,28
9,5,Average,62,2,Stay,28
9,6,Average,61,2,Stay,28
9,7,Optimist,66,3,Stay,28
9,8,Average,60,2,Stay,28
9,9,Pessimist,66,3,Go,28
9,10,Optimist,68,3,Stay,28
9,11,Pessimist,73,3,Go,28
9,12,Pessimist,65,3,Go,28
9,13,Pessimist,64,3,Stay,28
9,14,Average,74,2,Stay,28
9,15,Pessimist,69,3,Go,28
9,16,Optimist,67,3,Stay,28
9,17,Average,63,2,Stay,28
9,18,Optimist,63,3,Go,28
9,19,Average,68,2,Stay,28
9,20,Pessimist,63,3,Stay,28
9,21,Pessimist,68,3,Go,28
9,22,Average,64,2,Stay,28
9,23,Average,73,2,Stay,28
9,24,Pessimist,75,3,Go,28
9,25,Pessimist,67,3,Go,28
9,26,Optimist,75,3,Stay,28
9,27,Optimist,67,3,Stay,28
9,28,Pessimist,61,3,Stay,28
9,29,Average,74,2,Stay,28
9,30,Pessimist,63,3,Stay,28
9,31,Pessimist,66,3,Go,28
9,32,Average,64,2,Stay,28
9,33,Average,73,2,Stay,28
9,34,Average,69,2,Stay,28
9,35,Average,61,2,Stay,28
9,36,Average,71,2,Stay,28
9,37,Optimist,70,3,Stay,28
9,38,Optimist,65,3,Stay,28
9,39,Optimist,72,3,Stay,28
9,40,Average,60,2,Stay,28
9,41,Pessimist,67,3,Go,28
9,42,Optimist,67,3,Stay,28
9,43,Average,62,2,Stay,28
9,44,Pessimist,74,3,Go,28
9,45,Pessimist,72,3,Go,28
9,46,Optimist,68,3,Stay,28
9,47,Pessimist,66,3,Go,28
9,48,Average,75,2,Stay,28
9,49,Average,73,2,Stay,28
9,50,Average,73,2,Stay,28
9,51,Pessimist,73,3,Go,28
9,52,Average,72,2,Stay,28
9,53,Average,61,2,Stay,28
9,54,Pessimist,63,3,Stay,28
9,55,Optimist,70,3,Stay,28
9,56,Optimist,60,3,Go,28
9,57,Optimist,66,3,Stay,28
9,58,Average,61,2,Stay,28
9,59,Average,60,2,Stay,28
9,60,Average,70,2,Stay,28
9,61,Average,72,2,Stay,28
9,62,Pessimist,68,3,Go,28
9,63,Optimist,61,3,Go,28
9,64,Average,66,2,Stay,28
9,65,Pessimist,71,3,Go,28
9,66,Pessimist,62,3,Stay,28
9,67,Optimist,60,3,Go,28
9,68,Optimist,61,3,Go,28
9,69,Average,66,2,Stay,28
9,70,Optimist,71,3,Stay,28
9,71,Average,72,2,Stay,28
9,72,Optimist,69,3,Stay,28
9,73,Optimist,74,3,Stay,28
9,74,Average,72,2,Stay,28
9,75,Average,70,2,Stay,28
9,76,Optimist,62,3,Go,28
9,77,Optimist,63,3,Go,28
9,78,Pessimist,74,3,Go,28
9,79,Average,73,2,Stay,28
9,80,Pessimist,60,3,Stay,28
9,81,Average,62,2,Stay,28
9,82,Optimist,68,3,Stay,28
9,83,Optimist,60,3,Go,28
9,84,Average,60,2,Stay,28
9,85,Average,66,2,Stay,28
9,86,Average,71,2,Stay,28
9,87,Optimist,75,3,Stay,28
9,88,Optimist,68,3,Stay,28
9,89,Optimist,68,3,Stay,28
9,90,Pessimist,67,3,Go,28
9,91,Pessimist,72,3,Go,28
9,92,Average,72,2,Stay,28
9,93,Pessimist,63,3,Stay,28
9,94,Pessimist,63,3,Stay,28
9,95,Average,69,2,Stay,28
9,96,Pessimist,71,3,Go,28
9,97,Average,65,2,Stay,28
9,98,Average,64,2,Stay,28
9,99,Pessimist,62,3,Stay,28
10,0,Average,61,2,Go,69
10,1,Average,66,2,Go,69
10,2,Optimist,71,3,Stay,69
10,3,Pessimist,72,3,Go,69
10,4,Pessimist,63,3,Stay,69
10,5,Average,62,2,Go,69
10,6,Average,61,2,Go,69
10,7,Optimist,66,3,Stay,69
10,8,Average,60,2,Go,69
10,9,Pessimist,66,3,Go,69
10,10,Optimist,68,3,Stay,69
10,11,Pessimist,73,3,Go,69
10,12,Pessimist,65,3,Go,69
10,13,Pessimist,64,3,Stay,69
10,14,Average,74,2,Go,69
10,15,Pessimist,69,3,Go,69
10,16,Optimist,67,3,Stay,69
10,17,Average,63,2,Go,69
10,18,Optimist,63,3,Go,69
10,19,Average,68,2,Go,69
10,20,Pessimist,63,3,Stay,69
10,21,Pessimist,68,3,Go,69
10,22,Average,64,2,Go,69
10,23,Average,73,2,Go,69
10,24,Pessimist,75,3,Go,69
10,25,Pessimist,67,3,Go,69
10,26,Optimist,75,3,Stay,69
10,27,Optimist,67,3,Stay,69
10,28,Pessimist,61,3,Stay,69
10,29,Average,74,2,Go,69
10,30,Pessimist,63,3,Stay,69
10,31,Pessimist,66,3,Go,69
10,32,Average,64,2,Go,69
10,33,Average,73,2,Go,69
10,34,Average,69,2,Go,69
10,35,Average,61,2,Go,69
10,36,Average,71,2,Go,69
10,37,Optimist,70,3,Stay,69
10,38,Optimist,65,3,Stay,69
10,39,Optimist,72,3,Stay,69
10,40,Average,60,2,Go,69
10,41,Pessimist,67,3,Go,69
10,42,Optimist,67,3,Stay,69
10,43,Average,62,2,Go,69
10,44,Pessimist,74,3,Go,69
10,45,Pessimist,72,3,Go,69
10,46,Optimist,68,3,Stay,69
10,47,Pessimist,66,3,Go,69
10,48,Average,75,2,Go,69
10,49,Average,73,2,Go,69
10,50,Average,73,2,Go,69
10,51,Pessimist,73,3,Go,69
10,52,Average,72,2,Go,69
10,53,Average,61,2,Go,69
10,54,Pessimist,63,3,Stay,69
10,55,Optimist,70,3,Stay,69
10,56,Optimist,60,3,Go,69
10,57,Optimist,66,3,Stay,69
10,58,Average,61,2,Go,69
10,59,Average,60,2,Go,69
10,60,Average,70,2,Go,69
10,61,Average,72,2,Go,69
10,62,Pessimist,68,3,Go,69
10,63,Optimist,61,3,Go,69
10,64,Average,66,2,Go,69
10,65,Pessimist,71,3,Go,69
10,66,Pessimist,62,3,Stay,69
10,67,Optimist,60,3,Go,69
10,68,Optimist,61,3,Go,69
10,69,Average,66,2,Go,69
10,70,Optimist,71,3,Stay,69
10,71,Average,72,2,Go,69
10,72,Optimist,69,3,Stay,69
10,73,Optimist,74,3,Stay,69
10,74,Average,72,2,Go,69
10,75,Average,70,2,Go,69
10,76,Optimist,62,3,Go,69
10,77,Optimist,63,3,Go,69
10,78,Pessimist,74,3,Go,69
10,79,Average,73,2,Go,69
10,80,Pessimist,60,3,Stay,69
10,81,Average,62,2,Go,69
10,82,Optimist,68,3,Stay,69
10,83,Optimist,60,3,Go,69
10,84,Average,60,2,Go,69
10,85,Average,66,2,Go,69
10,86,Average,71,2,Go,69
10,87,Optimist,75,3,Stay,69
10,88,Optimist,68,3,Stay,69
10,89,Optimist,68,3,Stay,69
10,90,Pessimist,67,3,Go,69
10,91,Pessimist,72,3,Go,69
10,92,Average,72,2,Go,69
10,93,Pessimist,63,3,Stay,69
10,94,Pessimist,63,3,Stay,69
10,95,Average,69,2,Go,69
10,96,Pessimist,71,3,Go,69
10,97,Average,65,2,Go,69
10,98,Average,64,2,Go,69
10,99,Pessimist,62,3,Stay,69
11,0,Average,61,2,Go,69
11,1,Average,66,2,Go,69
11,2,Optimist,71,3,Stay,69
11,3,Pessimist,72,3,Go,69
11,4,Pessimist,63,3,Stay,69
11,5,Average,62,2,Go,69
11,6,Average,61,2,Go,69
11,7,Optimist,66,3,Stay,69
11,8,Average,60,2,Go,69
11,9,Pessimist,66,3,Go,69
11,10,Optimist,68,3,Stay,69
11,11,Pessimist,73,3,Go,69
11,12,Pessimist,65,3,Go,69
11,13,Pessimist,64,3,Stay,69
11,14,Average,74,2,Go,69
11,15,Pessimist,69,3,Go,69
11,16,Optimist,67,3,Stay,69
11,17,Average,63,2,Go,69
11,18,Optimist,63,3,Go,69
11,19,Average,68,2,Go,69
11,20,Pessimist,63,3,Stay,69
11,21,Pessimist,68,3,Go,69
11,22,Average,64,2,Go,69
11,23,Average,73,2,Go,69
11,24,Pessimist,75,3,Go,69
11,25,Pessimist,67,3,Go,69
11,26,Optimist,75,3,Stay,69
11,27,Optimist,67,3,Stay,69
11,28,Pessimist,61,3,Stay,69
11,29,Average,74,2,Go,69
11,30,Pessimist,63,3,Stay,69
11,31,Pessimist,66,3,Go,69
11,32,Average,64,2,Go,69
11,33,Average,73,2,Go,69
11,34,Average,69,2,Go,69
11,35,Average,61,2,Go,69
11,36,Average,71,2,Go,69
11,37,Optimist,70,3,Stay,69
11,38,Optimist,65,3,Stay,69
11,39,Optimist,72,3,Stay,69
11,40,Average,60,2,Go,69
11,41,Pessimist,67,3,Go,69
11,42,Optimist,67,3,Stay,69
11,43,Average,62,2,Go,69
11,44,Pessimist,74,3,Go,69
11,45,Pessimist,72,3,Go,69
11,46,Optimist,68,3,Stay,69
11,47,Pessimist,66,3,Go,69
11,48,Average,75,2,Go,69
11,49,Average,73,2,Go,69
11,50,Average,73,2,Go,69
11,51,Pessimist,73,3,Go,69
11,52,Average,72,2,Go,69
11,53,Average,61,2,Go,69
11,54,Pessimist,63,3,Stay,69
11,55,Optimist,70,3,Stay,69
11,56,Optimist,60,3,Go,69
11,57,Optimist,66,3,Stay,69
11,58,Average,61,2,Go,69
11,59,Average,60,2,Go,69
11,60,Average,70,2,Go,69
11,61,Average,72,2,Go,69
11,62,Pessimist,68,3,Go,69
11,63,Optimist,61,3,Go,69
11,64,Average,66,2,Go,69
11,65,Pessimist,71,3,Go,69
11,66,Pessimist,62,3,Stay,69
11,67,Optimist,60,3,Go,69
11,68,Optimist,61,3,Go,69
11,69,Average,66,2,Go,69
11,70,Optimist,71,3,Stay,69
11,71,Average,72,2,Go,69
11,72,Optimist,69,3,Stay,69
11,73,Optimist,74,3,Stay,69
11,74,Average,72,2,Go,69
11,75,Average,70,2,Go,69
11,76,Optimist,62,3,Go,69
11,77,Optimist,63,3,Go,69
11,78,Pessimist,74,3,Go,69
11,79,Average,73,2,Go,69
11,80,Pessimist,60,3,Stay,69
11,81,Average,62,2,Go,69
11,82,Optimist,68,3,Stay,69
11,83,Optimist,60,3,Go,69
11,84,Average,60,2,Go,69
11,85,Average,66,2,Go,69
11,86,Average,71,2,Go,69
11,87,Optimist,75,3,Stay,69
11,88,Optimist,68,3,Stay,69
11,89,Optimist,68,3,Stay,69
11,90,Pessimist,67,3,Go,69
11,91,Pessimist,72,3,Go,69
11,92,Average,72,2,Go,69
11,93,Pessimist,63,3,Stay,69
11,94,Pessimist,63,3,Stay,69
11,95,Average,69,2,Go,69
11,96,Pessimist,71,3,Go,69
11,97,Average,65,2,Go,69
11,98,Average,64,2,Go,69
11,99,Pessimist,62,3,Stay,69
12,0,Average,61,2,Stay,28
12,1,Average,66,2,Stay,28
12,2,Optimist,71,3,Stay,28
12,3,Pessimist,72,3,Go,28
12,4,Pessimist,63,3,Stay,28
12,5,Average,62,2,Stay,28
12,6,Average,61,2,Stay,28
12,7,Optimist,66,3,Stay,28
12,8,Average,60,2,Stay,28
12,9,Pessimist,66,3,Go,28
12,10,Optimist,68,3,Stay,28
12,11,Pessimist,73,3,Go,28
12,12,Pessimist,65,3,Go,28
12,13,Pessimist,64,3,Stay,28
12,14,Average,74,2,Stay,28
12,15,Pessimist,69,3,Go,28
12,16,Optimist,67,3,Stay,28
12,17,Average,63,2,Stay,28
12,18,Optimist,63,3,Go,28
12,19,Average,68,2,Stay,28
12,20,Pessimist,63,3,Stay,28
12,21,Pessimist,68,3,Go,28
12,22,Average,64,2,Stay,28
12,23,Average,73,2,Stay,28
12,24,Pessimist,75,3,Go,28
12,25,Pessimist,67,3,Go,28
12,26,Optimist,75,3,Stay,28
12,27,Optimist,67,3,Stay,28
12,28,Pessimist,61,3,Stay,28
12,29,Average,74,2,Stay,28
12,30,Pessimist,63,3,Stay,28
12,31,Pessimist,66,3,Go,28
12,32,Average,64,2,Stay,28
12,33,Average,73,2,Stay,28
12,34,Average,69,2,Stay,28
12,35,Average,61,2,Stay,28
12,36,Average,71,2,Stay,28
12,37,Optimist,70,3,Stay,28
12,38,Optimist,65,3,Stay,28
12,39,Optimist,72,3,Stay,28
12,40,Average,60,2,Stay,28
12,41,Pessimist,67,3,Go,28
12,42,Optimist,67,3,Stay,28
12,43,Average,62,2,Stay,28
12,44,Pessimist,74,3,Go,28
12,45,Pessimist,72,3,Go,28
12,46,Optimist,68,3,Stay,28
12,47,Pessimist,66,3,Go,28
12,48,Average,75,2,Stay,28
12,49,Average,73,2,Stay,28
12,50,Average,73,2,Stay,28
12,51,Pessimist,73,3,Go,28
12,52,Average,72,2,Stay,28
12,53,Average,61,2,Stay,28
12,54,Pessimist,63,3,Stay,28
12,55,Optimist,70,3,Stay,28
12,56,Optimist,60,3,Go,28
12,57,Optimist,66,3,Stay,28
12,58,Average,61,2,Stay,28
12,59,Average,60,2,Stay,28
12,60,Average,70,2,Stay,28
12,61,Average,72,2,Stay,28
12,62,Pessimist,68,3,Go,28
12,63,Optimist,61,3,Go,28
12,64,Average,66,2,Stay,28
12,65,Pessimist,71,3,Go,28
12,66,Pessimist,62,3,Stay,28
12,67,Optimist,60,3,Go,28
12,68,Optimist,61,3,Go,28
12,69,Average,66,2,Stay,28
12,70,Optimist,71,3,Stay,28
12,71,Average,72,2,Stay,28
12,72,Optimist,69,3,Stay,28
12,73,Optimist,74,3,Stay,28
12,74,Average,72,2,Stay,28
12,75,Average,70,2,Stay,28
12,76,Optimist,62,3,Go,28
12,77,Optimist,63,3,Go,28
12,78,Pessimist,74,3,Go,28
12,79,Average,73,2,Stay,28
12,80,Pessimist,60,3,Stay,28
12,81,Average,62,2,Stay,28
12,82,Optimist,68,3,Stay,28
12,83,Optimist,60,3,Go,28
12,84,Average,60,2,Stay,28
12,85,Average,66,2,Stay,28
12,86,Average,71,2,Stay,28
12,87,Optimist,75,3,Stay,28
12,88,Optimist,68,3,Stay,28
12,89,Optimist,68,3,Stay,28
12,90,Pessimist,67,3,Go,28
12,91,Pessimist,72,3,Go,28
12,92,Average,72,2,Stay,28
12,93,Pessimist,63,3,Stay,28
12,94,Pessimist,63,3,Stay,28
12,95,Average,69,2,Stay,28
12,96,Pessimist,71,3,Go,28
12,97,Average,65,2,Stay,28
12,98,Average,64,2,Stay,28
12,99,Pessimist,62,3,Stay,28
13,0,Average,61,2,Go,69
13,1,Average,66,2,Go,69
13,2,Optimist,71,3,Stay,69
13,3,Pessimist,72,3,Go,69
13,4,Pessimist,63,3,Stay,69
13,5,Average,62,2,Go,69
13,6,Average,61,2,Go,69
13,7,Optimist,66,3,Stay,69
13,8,Average,60,2,Go,69
13,9,Pessimist,66,3,Go,69
13,10,Optimist,68,3,Stay,69
13,11,Pessimist,73,3,Go,69
13,12,Pessimist,65,3,Go,69
13,13,Pessimist,64,3,Stay,69
13,14,Average,74,2,Go,69
13,15,Pessimist,69,3,Go,69
13,16,Optimist,67,3,Stay,69
13,17,Average,63,2,Go,69
13,18,Optimist,63,3,Go,69
13,19,Average,68,2,Go,69
13,20,Pessimist,63,3,Stay,69
13,21,Pessimist,68,3,Go,69
13,22,Average,64,2,Go,69
13,23,Average,73,2,Go,69
13,24,Pessimist,75,3,Go,69
13,25,Pessimist,67,3,Go,69
13,26,Optimist,75,3,Stay,69
13,27,Optimist,67,3,Stay,69
13,28,Pessimist,61,3,Stay,69
13,29,Average,74,2,Go,69
13,30,Pessimist,63,3,Stay,69
13,31,Pessimist,66,3,Go,69
13,32,Average,64,2,Go,69
13,33,Average,73,2,Go,69
13,34,Average,69,2,Go,69
13,35,Average,61,2,Go,69
13,36,Average,71,2,Go,69
13,37,Optimist,70,3,Stay,69
13,38,Optimist,65,3,Stay,69
13,39,Optimist,72,3,Stay,69
13,40,Average,60,2,Go,69
13,41,Pessimist,67,3,Go,69
13,42,Optimist,67,3,Stay,69
13,43,Average,62,2,Go,69
13,44,Pessimist,74,3,Go,69
13,45,Pessimist,72,3,Go,69
13,46,Optimist,68,3,Stay,69
13,47,Pessimist,66,3,Go,69
13,48,Average,75,2,Go,69
13,49,Average,73,2,Go,69
13,50,Average,73,2,Go,69
13,51,Pessimist,73,3,Go,69
13,52,Average,72,2,Go,69
13,53,Average,61,2,Go,69
13,54,Pessimist,63,3,Stay,69
13,55,Optimist,70,3,Stay,69
13,56,Optimist,60,3,Go,69
13,57,Optimist,66,3,Stay,69
13,58,Average,61,2,Go,69
13,59,Average,60,2,Go,69
13,60,Average,70,2,Go,69
13,61,Average,72,2,Go,69
13,62,Pessimist,68,3,Go,69
13,63,Optimist,61,3,Go,69
13,64,Average,66,2,Go,69
13,65,Pessimist,71,3,Go,69
13,66,Pessimist,62,3,Stay,69
13,67,Optimist,60,3,Go,69
13,68,Optimist,61,3,Go,69
13,69,Average,66,2,Go,69
13,70,Optimist,71,3,Stay,69
13,71,Average,72,2,Go,69
13,72,Optimist,69,3,Stay,69
13,73,Optimist,74,3,Stay,69
13,74,Average,72,2,Go,69
13,75,Average,70,2,Go,69
13,76,Optimist,62,3,Go,69
13,77,Optimist,63,3,Go,69
13,78,Pessimist,74,3,Go,69
13,79,Average,73,2,Go,69
13,80,Pessimist,60,3,Stay,69
13,81,Average,62,2,Go,69
13,82,Optimist,68,3,Stay,69
13,83,Optimist,60,3,Go,69
13,84,Average,60,2,Go,69
13,85,Average,66,2,Go,69
13,86,Average,71,2,Go,69
13,87,Optimist,75,3,Stay,69
13,88,Optimist,68,3,Stay,69
13,89,Optimist,68,3,Stay,69
13,90,Pessimist,67,3,Go,69
13,91,Pessimist,72,3,Go,69
13,92,Average,72,2,Go,69
13,93,Pessimist,63,3,Stay,69
13,94,Pessimist,63,3,Stay,69
13,95,Average,69,2,Go,69
13,96,Pessimist,71,3,Go,69
13,97,Average,65,2,Go,69
13,98,Average,64,2,Go,69
13,99,Pessimist,62,3,Stay,69
14,0,Average,61,2,Go,69
14,1,Average,66,2,Go,69
14,2,Optimist,71,3,Stay,69
14,3,Pessimist,72,3,Go,69
14,4,Pessimist,63,3,Stay,69
14,5,Average,62,2,Go,69
14,6,Average,61,2,Go,69
14,7,Optimist,66,3,Stay,69
14,8,Average,60,2,Go,69
14,9,Pessimist,66,3,Go,69
14,10,Optimist,68,3,Stay,69
14,11,Pessimist,73,3,Go,69
14,12,Pessimist,65,3,Go,69
14,13,Pessimist,64,3,Stay,69
14,14,Average,74,2,Go,69
14,15,Pessimist,69,3,Go,69
14,16,Optimist,67,3,Stay,69
14,17,Average,63,2,Go,69
14,18,Optimist,63,3,Go,69
14,19,Average,68,2,Go,69
14,20,Pessimist,63,3,Stay,69
14,21,Pessimist,68,3,Go,69
14,22,Average,64,2,Go,69
14,23,Average,73,2,Go,69
14,24,Pessimist,75,3,Go,69
14,25,Pessimist,67,3,Go,69
14,26,Optimist,75,3,Stay,69
14,27,Optimist,67,3,Stay,69
14,28,Pessimist,61,3,Stay,69
14,29,Average,74,2,Go,69
14,30,Pessimist,63,3,Stay,69
14,31,Pessimist,66,3,Go,69
14,32,Average,64,2,Go,69
14,33,Average,73,2,Go,69
14,34,Average,69,2,Go,69
14,35,Average,61,2,Go,69
14,36,Average,71,2,Go,69
14,37,Optimist,70,3,Stay,69
14,38,Optimist,65,3,Stay,69
14,39,Optimist,72,3,Stay,69
14,40,Average,60,2,Go,69
14,41,Pessimist,67,3,Go,69
14,42,Optimist,67,3,Stay,69
14,43,Average,62,2,Go,69
14,44,Pessimist,74,3,Go,69
14,45,Pessimist,72,3,Go,69
14,46,Optimist,68,3,Stay,69
14,47,Pessimist,66,3,Go,69
14,48,Average,75,2,Go,69
14,49,Average,73,2,Go,69
14,50,Average,73,2,Go,69
14,51,Pessimist,73,3,Go,69
14,52,Average,72,2,Go,69
14,53,Average,61,2,Go,69
14,54,Pessimist,63,3,Stay,69
14,55,Optimist,70,3,Stay,69
14,56,Optimist,60,3,Go,69
14,57,Optimist,66,3,Stay,69
14,58,Average,61,2,Go,69
14,59,Average,60,2,Go,69
14,60,Average,70,2,Go,69
14,61,Average,72,2,Go,69
14,62,Pessimist,68,3,Go,69
14,63,Optimist,61,3,Go,69
14,64,Average,66,2,Go,69
14,65,Pessimist,71,3,Go,69
14,66,Pessimist,62,3,Stay,69
14,67,Optimist,60,3,Go,69
14,68,Optimist,61,3,Go,69
14,69,Average,66,2,Go,69
14,70,Optimist,71,3,Stay,69
14,71,Average,72,2,Go,69
14,72,Optimist,69,3,Stay,69
14,73,Optimist,74,3,Stay,69
14,74,Average,72,2,Go,69
14,75,Average,70,2,Go,69
14,76,Optimist,62,3,Go,69
14,77,Optimist,63,3,Go,69
14,78,Pessimist,74,3,Go,69
14,79,Average,73,2,Go,69
14,80,Pessimist,60,3,Stay,69
14,81,Average,62,2,Go,69
14,82,Optimist,68,3,Stay,69
14,83,Optimist,60,3,Go,69
14,84,Average,60,2,Go,69
14,85,Average,66,2,Go,69
14,86,Average,71,2,Go,69
14,87,Optimist,75,3,Stay,69
14,88,Optimist,68,3,Stay,69
14,89,Optimist,68,3,Stay,69
14,90,Pessimist,67,3,Go,69
14,91,Pessimist,72,3,Go,69
14,92,Average,72,2,Go,69
14,93,Pessimist,63,3,Stay,69
14,94,Pessimist,63,3,Stay,69
14,95,Average,69,2,Go,69
14,96,Pessimist,71,3,Go,69
14,97,Average,65,2,Go,69
14,98,Average,64,2,Go,69
14,99,Pessimist,62,3,Stay,69
15,0,Average,61,2,Stay,28
15,1,Average,66,2,Stay,28
15,2,Optimist,71,3,Stay,28
15,3,Pessimist,72,3,Go,28
15,4,Pessimist,63,3,Stay,28
15,5,Average,62,2,Stay,28
15,6,Average,61,2,Stay,28
15,7,Optimist,66,3,Stay,28
15,8,Average,60,2,Stay,28
15,9,Pessimist,66,3,Go,28
15,10,Optimist,68,3,Stay,28
15,11,Pessimist,73,3,Go,28
15,12,Pessimist,65,3,Go,28
15,13,Pessimist,64,3,Stay,28
15,14,Average,74,2,Stay,28
15,15,Pessimist,69,3,Go,28
15,16,Optimist,67,3,Stay,28
15,17,Average,63,2,Stay,28
15,18,Optimist,63,3,Go,28
15,19,Average,68,2,Stay,28
15,20,Pessimist,63,3,Stay,28
15,21,Pessimist,68,3,Go,28
15,22,Average,64,2,Stay,28
15,23,Average,73,2,Stay,28
15,24,Pessimist,75,3,Go,28
15,25,Pessimist,67,3,Go,28
15,26,Optimist,75,3,Stay,28
15,27,Optimist,67,3,Stay,28
15,28,Pessimist,61,3,Stay,28
15,29,Average,74,2,Stay,28
15,30,Pessimist,63,3,Stay,28
15,31,Pessimist,66,3,Go,28
15,32,Average,64,2,Stay,28
15,33,Average,73,2,Stay,28
15,34,Average,69,2,Stay,28
15,35,Average,61,2,Stay,28
15,36,Average,71,2,Stay,28
15,37,Optimist,70,3,Stay,28
15,38,Optimist,65,3,Stay,28
15,39,Optimist,72,3,Stay,28
15,40,Average,60,2,Stay,28
15,41,Pessimist,67,3,Go,28
15,42,Optimist,67,3,Stay,28
15,43,Average,62,2,Stay,28
15,44,Pessimist,74,3,Go,28
15,45,Pessimist,72,3,Go,28
15,46,Optimist,68,3,Stay,28
15,47,Pessimist,66,3,Go,28
15,48,Average,75,2,Stay,28
15,49,Average,73,2,Stay,28
15,50,Average,73,2,Stay,28
15,51,Pessimist,73,3,Go,28
15,52,Average,72,2,Stay,28
15,53,Average,61,2,Stay,28
15,54,Pessimist,63,3,Stay,28
15,55,Optimist,70,3,Stay,28
15,56,Optimist,60,3,Go,28
15,57,Optimist,66,3,Stay,28
15,58,Average,61,2,Stay,28
15,59,Average,60,2,Stay,28
15,60,Average,70,2,Stay,28
15,61,Average,72,2,Stay,28
15,62,Pessimist,68,3,Go,28
15,63,Optimist,61,3,Go,28
15,64,Average,66,2,Stay,28
15,65,Pessimist,71,3,Go,28
15,66,Pessimist,62,3,Stay,28
15,67,Optimist,60,3,Go,28
15,68,Optimist,61,3,Go,28
15,69,Average,66,2,Stay,28
15,70,Optimist,71,3,Stay,28
15,71,Average,72,2,Stay,28
15,72,Optimist,69,3,Stay,28
15,73,Optimist,74,3,Stay,28
15,74,Average,72,2,Stay,28
15,75,Average,70,2,Stay,28
15,76,Optimist,62,3,Go,28
15,77,Optimist,63,3,Go,28
15,78,Pessimist,74,3,Go,28
15,79,Average,73,2,Stay,28
15,80,Pessimist,60,3,Stay,28
15,81,Average,62,2,Stay,28
15,82,Optimist,68,3,Stay,28
15,83,Optimist,60,3,Go,28
15,84,Average,60,2,Stay,28
15,85,Average,66,2,Stay,28
15,86,Average,71,2,Stay,28
15,87,Optimist,75,3,Stay,28
15,88,Optimist,68,3,Stay,28
15,89,Optimist,68,3,Stay,28
15,90,Pessimist,67,3,Go,28
15,91,Pessimist,72,3,Go,28
15,92,Average,72,2,Stay,28
15,93,Pessimist,63,3,Stay,28
15,94,Pessimist,63,3,Stay,28
15,95,Average,69,2,Stay,28
15,96,Pessimist,71,3,Go,28
15,97,Average,65,2,Stay,28
15,98,Average,64,2,Stay,28
15,99,Pessimist,62,3,Stay,28
16,0,Average,61,2,Go,69
16,1,Average,66,2,Go,69
16,2,Optimist,71,3,Stay,69
16,3,Pessimist,72,3,Go,69
16,4,Pessimist,63,3,Stay,69
16,5,Average,62,2,Go,69
16,6,Average,61,2,Go,69
16,7,Optimist,66,3,Stay,69
16,8,Average,60,2,Go,69
16,9,Pessimist,66,3,Go,69
16,10,Optimist,68,3,Stay,69
16,11,Pessimist,73,3,Go,69
16,12,Pessimist,65,3,Go,69
16,13,Pessimist,64,3,Stay,69
16,14,Average,74,2,Go,69
16,15,Pessimist,69,3,Go,69
16,16,Optimist,67,3,Stay,69
16,17,Average,63,2,Go,69
16,18,Optimist,63,3,Go,69
16,19,Average,68,2,Go,69
16,20,Pessimist,63,3,Stay,69
16,21,Pessimist,68,3,Go,69
16,22,Average,64,2,Go,69
16,23,Average,73,2,Go,69
16,24,Pessimist,75,3,Go,69
16,25,Pessimist,67,3,Go,69
16,26,Optimist,75,3,Stay,69
16,27,Optimist,67,3,Stay,69
16,28,Pessimist,61,3,Stay,69
16,29,Average,74,2,Go,69
16,30,Pessimist,63,3,Stay,69
16,31,Pessimist,66,3,Go,69
16,32,Average,64,2,Go,69
16,33,Average,73,2,Go,69
16,34,Average,69,2,Go,69
16,35,Average,61,2,Go,69
16,36,Average,71,2,Go,69
16,37,Optimist,70,3,Stay,69
16,38,Optimist,65,3,Stay,69
16,39,Optimist,72,3,Stay,69
16,40,Average,60,2,Go,69
16,41,Pessimist,67,3,Go,69
16,42,Optimist,67,3,Stay,69
16,43,Average,62,2,Go,69
16,44,Pessimist,74,3,Go,69
